"","Region","year","month","bt_temp"
"779","South",2020,11,16.7286809513033
"780","South",2020,12,13.6215578230836
"781","South",2021,1,10.9535663684767
"782","South",2021,2,8.08476739660693
"783","South",2021,3,8.61587497267298
"784","South",2021,4,10.1447389632806
"785","South",2021,5,11.8424947669915
"786","South",2021,6,13.0531562486886
"787","South",2021,7,14.4649730624298
"788","South",2021,8,15.5007850934698
"789","South",2021,9,16.0727993055095
"790","South",2021,10,17.0727270340301
"791","South",2021,11,15.8069191925254
"792","South",2021,12,13.8381307601823
