"","Region","year","mean","count","sd","se"
"90","All",2010,6.41849132723482,2662,2.15790933839523,0.0418243469796658
"91","All",2011,6.83663001652373,2662,2.48342678210723,0.0481334880874518
"92","All",2012,10.1924032051307,2662,1.87281851842669,0.036298749975693
"93","All",2013,7.75166964264508,2662,2.32442957741802,0.0450518228203356
"94","All",2014,7.44521000056262,2662,2.38719792685207,0.0462683916443172
"95","All",2015,7.21418135712295,2662,2.57003856274799,0.0498121875126742
"96","All",2016,8.95754860218675,2662,2.559629134338,0.0496104331859593
"97","All",2017,8.30827319209683,2662,2.01664618959391,0.039086401114294
"98","All",2018,7.52202340906927,2662,2.41536548315024,0.0468143319334769
"99","All",2019,7.40782881955288,2662,2.65156078712348,0.0513922417522885
"100","All",2022,9.07865577315769,3032,3.08990266142499,0.0561151592764421
"101","All",2023,9.11907760759052,3032,2.60047398105376,0.0472267341825511
"102","All",2024,7.71953826391677,3032,2.10986673417553,0.0383169053570527
